ticker,ticker_yahoo,exchange,name
SWAGW,SWAGW,NASDAQ,"Stran & Company, Inc. - Warrant"
SWBI,SWBI,NASDAQ,"Smith & Wesson Brands, Inc. - Common Stock"
SWIM,SWIM,NASDAQ,"Latham Group, Inc. - Common Stock"
SWKH,SWKH,NASDAQ,SWK Holdings Corporation - Common Stock
SWKHL,SWKHL,NASDAQ,SWK Holdings Corporation - 9.00% Senior Notes due 2027
SWKS,SWKS,NASDAQ,"Skyworks Solutions, Inc. - Common Stock"
SWP,SWP,NASDAQ,SWP Growth & Income ETF
SWVL,SWVL,NASDAQ,Swvl Holdings Corp - Ordinary Shares
SWVLW,SWVLW,NASDAQ,Swvl Holdings Corp - Warrant
SXTC,SXTC,NASDAQ,"China SXT Pharmaceuticals, Inc. - Common Stock"
SXTP,SXTP,NASDAQ,"60 Degrees Pharmaceuticals, Inc. - Common Stock"
SXTPW,SXTPW,NASDAQ,"60 Degrees Pharmaceuticals, Inc. - Warrant"
SY,SY,NASDAQ,So-Young International Inc. - American Depository Shares
SYBT,SYBT,NASDAQ,"Stock Yards Bancorp, Inc. - Common Stock"
SYBX,SYBX,NASDAQ,"Synlogic, Inc. - Common Stock"
SYM,SYM,NASDAQ,Symbotic Inc. - Class A Common Stock
SYNA,SYNA,NASDAQ,Synaptics Incorporated - Common Stock
SYPR,SYPR,NASDAQ,"Sypris Solutions, Inc. - Common Stock"
SYRE,SYRE,NASDAQ,"Spyre Therapeutics, Inc. - Common Stock"
SYZ,SYZ,NASDAQ,Lazard US Systematic Small Cap Equity ETF
SZZL,SZZL,NASDAQ,Sizzle Acquisition Corp. II - Class A ordinary shares
SZZLR,SZZLR,NASDAQ,Sizzle Acquisition Corp. II - Right
SZZLU,SZZLU,NASDAQ,Sizzle Acquisition Corp. II - Unit
TACH,TACH,NASDAQ,Titan Acquisition Corp. - Class A Ordinary Shares
TACHU,TACHU,NASDAQ,Titan Acquisition Corp. - Units
TACHW,TACHW,NASDAQ,Titan Acquisition Corp. - Warrants
TACO,TACO,NASDAQ,Berto Acquisition Corp. - Ordinary Shares
TACOU,TACOU,NASDAQ,Berto Acquisition Corp. - unit
TACOW,TACOW,NASDAQ,Berto Acquisition Corp. - Warrant
TACT,TACT,NASDAQ,TransAct Technologies Incorporated - Common Stock
TALK,TALK,NASDAQ,"Talkspace, Inc. - Common Stock"
TALKW,TALKW,NASDAQ,"Talkspace, Inc. - Warrant"
TANH,TANH,NASDAQ,Tantech Holdings Ltd. - Common Shares
TAOP,TAOP,NASDAQ,Taoping Inc. - Ordinary Shares
TAOX,TAOX,NASDAQ,Tao Synergies Inc. - Common Stock
TARA,TARA,NASDAQ,"Protara Therapeutics, Inc.  - Common Stock"
TARK,TARK,NASDAQ,Tradr 2X Long Innovation ETF
TARS,TARS,NASDAQ,"Tarsus Pharmaceuticals, Inc. - Common Stock"
TASK,TASK,NASDAQ,"TaskUs, Inc. - Class A Common Stock"
TATT,TATT,NASDAQ,TAT Technologies Ltd. - Ordinary Shares
TAVI,TAVI,NASDAQ,Tavia Acquisition Corp. - Ordinary Shares
TAVIR,TAVIR,NASDAQ,Tavia Acquisition Corp. - Right
TAVIU,TAVIU,NASDAQ,Tavia Acquisition Corp. - Unit
TAX,TAX,NASDAQ,Cambria Tax Aware ETF
TAXE,TAXE,NASDAQ,Intermediate Municipal Income ETF
TAXI,TAXI,NASDAQ,Northern Trust Intermediate Tax-Exempt Bond ETF
TAXS,TAXS,NASDAQ,Northern Trust Short-Term Tax-Exempt Bond ETF
TAXT,TAXT,NASDAQ,Northern Trust Tax-Exempt Bond ETF
TAYD,TAYD,NASDAQ,"Taylor Devices, Inc. - Common Stock"
TBBK,TBBK,NASDAQ,"The Bancorp, Inc. - Common Stock"
TBCH,TBCH,NASDAQ,Turtle Beach Corporation - Common Stock
TBH,TBH,NASDAQ,"Brag House Holdings, Inc. - Common Stock"
TBHC,TBHC,NASDAQ,"The Brand House Collective, Inc - Common Stock"
TBIL,TBIL,NASDAQ,US Treasury 3 Month Bill ETF
TBLA,TBLA,NASDAQ,Taboola.com Ltd. - Ordinary Shares
TBLAW,TBLAW,NASDAQ,Taboola.com Ltd. - Warrant
TBLD,TBLD,NASDAQ,Thornburg Income Builder Opportunities Trust - Closed End Fund
TBMC,TBMC,NASDAQ,Trailblazer Merger Corporation I - Class A Common Stock
TBMCR,TBMCR,NASDAQ,Trailblazer Merger Corporation I - Rights
TBPH,TBPH,NASDAQ,"Theravance Biopharma, Inc. - Ordinary Shares"
TBRG,TBRG,NASDAQ,"TruBridge, Inc. - Common Stock"
TC,TC,NASDAQ,Token Cat Limited - American Depositary Shares
TCBI,TCBI,NASDAQ,"Texas Capital Bancshares, Inc. - Common Stock"
TCBIO,TCBIO,NASDAQ,"Texas Capital Bancshares, Inc. - Depositary Shares 5.75% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series B"
TCBK,TCBK,NASDAQ,TriCo Bancshares - Common Stock
TCBS,TCBS,NASDAQ,"Texas Community Bancshares, Inc. - Common Stock"
TCHI,TCHI,NASDAQ,iShares MSCI China Multisector Tech ETF
TCMD,TCMD,NASDAQ,"Tactile Systems Technology, Inc. - Common Stock"
TCOM,TCOM,NASDAQ,Trip.com Group Limited - American Depositary Shares
TCPC,TCPC,NASDAQ,BlackRock TCP Capital Corp. - Closed End Fund
TCRT,TCRT,NASDAQ,"Alaunos Therapeutics, Inc. - Common Stock"
TCRX,TCRX,NASDAQ,"TScan Therapeutics, Inc. - Common Stock"
TCX,TCX,NASDAQ,Tucows Inc. - Common Stock
TDAC,TDAC,NASDAQ,Translational Development Acquisition Corp. - Ordinary Shares
TDACU,TDACU,NASDAQ,Translational Development Acquisition Corp. - Units
TDACW,TDACW,NASDAQ,Translational Development Acquisition Corp. - Warrants
TDI,TDI,NASDAQ,Touchstone Dynamic International ETF
TDIC,TDIC,NASDAQ,Dreamland Limited - Class A Ordinary Shares
TDIV,TDIV,NASDAQ,First Trust NASDAQ Technology Dividend Index Fund
TDSB,TDSB,NASDAQ,ETC Cabana Target Beta ETF
TDSC,TDSC,NASDAQ,ETC Cabana Target Drawdown 10 ETF
TDTH,TDTH,NASDAQ,Trident Digital Tech Holdings Ltd - American Depository Shares
TDUP,TDUP,NASDAQ,ThredUp Inc. - Class A Common Stock
TDWD,TDWD,NASDAQ,Tailwind 2.0 Acquisition Corp. - Class A Ordinary Shares
TDWDR,TDWDR,NASDAQ,Tailwind 2.0 Acquisition Corp. - Rights
TDWDU,TDWDU,NASDAQ,Tailwind 2.0 Acquisition Corp. - Unit
TEAD,TEAD,NASDAQ,Teads Holding Co. - Common Stock
TEAM,TEAM,NASDAQ,Atlassian Corporation  - Class A Common Stock
TECH,TECH,NASDAQ,Bio-Techne Corp - Common Stock
TECTP,TECTP,NASDAQ,"Tectonic Financial, Inc. - 9.00% Fixed-to-Floating Rate Series B Non-Cumulative Perpetual Preferred Stock"
TECX,TECX,NASDAQ,"Tectonic Therapeutic, Inc. - Common Stock"
TEKX,TEKX,NASDAQ,SPDR Galaxy Transformative Tech Accelerators ETF
TEKY,TEKY,NASDAQ,Lazard Next Gen Technologies ETF
TELA,TELA,NASDAQ,"TELA Bio, Inc. - Common stock"
TELO,TELO,NASDAQ,"Telomir Pharmaceuticals, Inc. - Common Stock"
TEM,TEM,NASDAQ,"Tempus AI, Inc. - Class A Common Stock"
TENB,TENB,NASDAQ,"Tenable Holdings, Inc. - Common Stock"
TENX,TENX,NASDAQ,"Tenax Therapeutics, Inc. - Common Stock"
TER,TER,NASDAQ,"Teradyne, Inc. - Common Stock"
TERG,TERG,NASDAQ,Leverage Shares 2X Long TER Daily ETF
TERN,TERN,NASDAQ,"Terns Pharmaceuticals, Inc. - Common Stock"
TEXN,TEXN,NASDAQ,iShares Texas Equity ETF
TFNS,TFNS,NASDAQ,T. Rowe Price Financials ETF
TFSL,TFSL,NASDAQ,TFS Financial Corporation - Common Stock
TGHL,TGHL,NASDAQ,The GrowHub Limited - Class A Ordinary Shares
TGL,TGL,NASDAQ,Treasure Global Inc. - Common Stock
TGTX,TGTX,NASDAQ,"TG Therapeutics, Inc. - Common Stock"
TH,TH,NASDAQ,Target Hospitality Corp. - Common Stock
THAR,THAR,NASDAQ,"Tharimmune, Inc. - Common Stock"
THCH,THCH,NASDAQ,TH International Limited - Ordinary shares
THFF,THFF,NASDAQ,First Financial Corporation  - Common Stock
THH,THH,NASDAQ,TryHard Holdings Limited - Ordinary Shares
THMZ,THMZ,NASDAQ,Lazard Equity Megatrends ETF
THRM,THRM,NASDAQ,Gentherm Inc - Common Stock
THRV,THRV,NASDAQ,Prospera Income ETF
THRY,THRY,NASDAQ,"Thryv Holdings, Inc. - Common Stock"
THYM,THYM,NASDAQ,T. Rowe Price High Income Municipal ETF
TIGO,TIGO,NASDAQ,Millicom International Cellular S.A. - Common Stock
TIGR,TIGR,NASDAQ,UP Fintech Holding Limited - American Depositary Shares representing fifteen Class A Ordinary Shares
TIL,TIL,NASDAQ,"Instil Bio, Inc. - Common Stock"
TILE,TILE,NASDAQ,"Interface, Inc. - Common Stock"
TIPT,TIPT,NASDAQ,Tiptree Inc. - Common Stock
TIRX,TIRX,NASDAQ,TIAN RUIXIANG Holdings Ltd - Class A Ordinary Shares
TITN,TITN,NASDAQ,Titan Machinery Inc. - Common Stock
TIVC,TIVC,NASDAQ,"Tivic Health Systems, Inc. - Common stock"
TJGC,TJGC,NASDAQ,TJGC Group Limited - ordinary shares
TKLF,TKLF,NASDAQ,"Tokyo Lifestyle Co., Ltd. - American Depositary Shares"
TKNO,TKNO,NASDAQ,"Alpha Teknova, Inc. - Common Stock"
TLF,TLF,NASDAQ,"Tandy Leather Factory, Inc. - common stock"
TLIH,TLIH,NASDAQ,Ten-League International Holdings Limited - Ordinary Shares
TLN,TLN,NASDAQ,Talen Energy Corporation - Common Stock
TLNC,TLNC,NASDAQ,Talon Capital Corp. - Class A Ordinary Shares
TLNCU,TLNCU,NASDAQ,Talon Capital Corp. - Units
TLNCW,TLNCW,NASDAQ,Talon Capital Corp. - Warrants
TLPH,TLPH,NASDAQ,"Talphera, Inc. - Common Stock"
TLRY,TLRY,NASDAQ,"Tilray Brands, Inc. - Common Stock"
TLS,TLS,NASDAQ,Telos Corporation - Common Stock
TLSA,TLSA,NASDAQ,Tiziana Life Sciences Ltd - Common Shares
TLSI,TLSI,NASDAQ,"TriSalus Life Sciences, Inc. - Common Stock"
TLSIW,TLSIW,NASDAQ,"TriSalus Life Sciences, Inc. - Warrant"
TLT,TLT,NASDAQ,iShares 20+ Year Treasury Bond ETF
TLX,TLX,NASDAQ,Telix Pharmaceuticals Limited - American Depositary Shares
TMB,TMB,NASDAQ,Thornburg Multi Sector Bond ETF
TMC,TMC,NASDAQ,TMC the metals company Inc. - Common Stock
TMCI,TMCI,NASDAQ,"Treace Medical Concepts, Inc. - Common Stock"
TMCWW,TMCWW,NASDAQ,TMC the metals company Inc. - Warrant
TMDX,TMDX,NASDAQ,"TransMedics Group, Inc. - Common Stock"
TMED,TMED,NASDAQ,T. Rowe Price Health Care ETF
TMET,TMET,NASDAQ,iShares Transition-Enabling Metals ETF
TMNL,TMNL,NASDAQ,T. Rowe Price Long Municipal Income ETF
TMNS,TMNS,NASDAQ,T. Rowe Price Short Municipal Income ETF
TMSF,TMSF,NASDAQ,T. Rowe Price Multi-Sector Income ETF
TMUS,TMUS,NASDAQ,"T-Mobile US, Inc. - Common Stock"
TMUSI,TMUSI,NASDAQ,"T-Mobile US, Inc. - 5.500% Senior Notes due June 2070"
TMUSL,TMUSL,NASDAQ,"T-Mobile US, Inc. - 6.250% Senior Notes due 2069"
TMUSZ,TMUSZ,NASDAQ,"T-Mobile US, Inc. - 5.500% Senior Notes due March 2070"
TNDM,TNDM,NASDAQ,"Tandem Diabetes Care, Inc. - Common Stock"
TNGX,TNGX,NASDAQ,"Tango Therapeutics, Inc. - Common Stock"
TNMG,TNMG,NASDAQ,TNL Mediagene - Ordinary Shares
TNON,TNON,NASDAQ,"Tenon Medical, Inc. - Common Stock"
TNONW,TNONW,NASDAQ,"Tenon Medical, Inc. - Warrant"
TNXP,TNXP,NASDAQ,Tonix Pharmaceuticals Holding Corp. - Common Stock
TNYA,TNYA,NASDAQ,"Tenaya Therapeutics, Inc. - Common Stock"
TOI,TOI,NASDAQ,"The Oncology Institute, Inc. - Common Stock"
TOIIW,TOIIW,NASDAQ,"The Oncology Institute, Inc. - Warrant"
TOMZ,TOMZ,NASDAQ,"TOMI Environmental Solutions, Inc. - Common Stock"
TONX,TONX,NASDAQ,TON Strategy Company - Common Stock
TOP,TOP,NASDAQ,TOP Financial Group Limited - Class A Ordinary Shares
TORO,TORO,NASDAQ,Toro Corp. - Common stock
TOUR,TOUR,NASDAQ,Tuniu Corporation - American Depositary Shares
TOWN,TOWN,NASDAQ,Towne Bank - Common Stock
TOYO,TOYO,NASDAQ,"TOYO Co., Ltd - Ordinary Shares"
TPCS,TPCS,NASDAQ,TechPrecision Corporation - Common stock
TPG,TPG,NASDAQ,TPG Inc. - Class A Common Stock
TPGXL,TPGXL,NASDAQ,TPG Inc. - 6.950% Fixed-Rate Junior Subordinated Notes due 2064
TPLS,TPLS,NASDAQ,Thornburg Core Plus Bond ETF
TPST,TPST,NASDAQ,"Tempest Therapeutics, Inc. - Common Stock"
TQQQ,TQQQ,NASDAQ,ProShares UltraPro QQQ
TQQY,TQQY,NASDAQ,GraniteShares YieldBOOST QQQ ETF
TRAW,TRAW,NASDAQ,"Traws Pharma, Inc. - Common Stock"
TRBF,TRBF,NASDAQ,Angel Oak Total Return ETF
TRDA,TRDA,NASDAQ,"Entrada Therapeutics, Inc. - Common Stock"
TREE,TREE,NASDAQ,"LendingTree, Inc. - Common Stock"
TRI,TRI,NASDAQ,Thomson Reuters Corp - Common Shares
TRIB,TRIB,NASDAQ,Trinity Biotech plc - American Depositary Shares
TRIL,TRIL,NASDAQ,Defiance Trillion Dollar Club Index ETF
TRIN,TRIN,NASDAQ,Trinity Capital Inc. - Common Stock
TRINI,TRINI,NASDAQ,Trinity Capital Inc. - 7.875% Notes Due 2029
TRINZ,TRINZ,NASDAQ,Trinity Capital Inc. - 7.875% Notes due 2029
TRIP,TRIP,NASDAQ,"TripAdvisor, Inc. - Common Stock"
TRMB,TRMB,NASDAQ,Trimble Inc. - Common Stock
TRMD,TRMD,NASDAQ,TORM plc - Class A Common Stock
TRMK,TRMK,NASDAQ,Trustmark Corporation - Common Stock
TRNR,TRNR,NASDAQ,Interactive Strength Inc. - Common Stock
TRNS,TRNS,NASDAQ,"Transcat, Inc. - Common Stock"
TRON,TRON,NASDAQ,Tron Inc. - Common Stock
TROO,TROO,NASDAQ,"TROOPS, Inc.  - Ordinary Shares"
TROW,TROW,NASDAQ,"T. Rowe Price Group, Inc. - Common Stock"
TRS,TRS,NASDAQ,TriMas Corporation - Common Stock
TRSG,TRSG,NASDAQ,Tungray Technologies Inc - Class A Ordinary Shares
TRST,TRST,NASDAQ,TrustCo Bank Corp NY - Common Stock
TRUD,TRUD,NASDAQ,VanEck Consumer Discretionary TruSector ETF
TRUE,TRUE,NASDAQ,"TrueCar, Inc. - Common Stock"
TRUG,TRUG,NASDAQ,"TruGolf Holdings, Inc. - Class A Common Stock"
TRUP,TRUP,NASDAQ,"Trupanion, Inc. - Common Stock"
TRUT,TRUT,NASDAQ,VanEck Technology TruSector ETF
TRVG,TRVG,NASDAQ,trivago N.V. - American Depositary Shares
TRVI,TRVI,NASDAQ,"Trevi Therapeutics, Inc. - Common Stock"
TSAT,TSAT,NASDAQ,Telesat Corporation - Class A Common Shares and Class B Variable Voting Shares
TSBK,TSBK,NASDAQ,"Timberland Bancorp, Inc. - Common Stock"
TSCO,TSCO,NASDAQ,Tractor Supply Company - Common Stock
TSDD,TSDD,NASDAQ,GraniteShares 2x Short TSLA Daily ETF
TSEL,TSEL,NASDAQ,Touchstone Sands Capital US Select Growth ETF
TSEM,TSEM,NASDAQ,Tower Semiconductor Ltd. - Ordinary Shares
TSHA,TSHA,NASDAQ,"Taysha Gene Therapies, Inc. - Common Stock"
TSL,TSL,NASDAQ,GraniteShares 1.25x Long TSLA Daily ETF
TSLA,TSLA,NASDAQ,"Tesla, Inc.  - Common Stock"
TSLG,TSLG,NASDAQ,Leverage Shares 2X Long TSLA Daily ETF
TSLL,TSLL,NASDAQ,Direxion Daily TSLA Bull 2X Shares
TSLQ,TSLQ,NASDAQ,Tradr 2X Short TSLA Daily ETF
TSLR,TSLR,NASDAQ,GraniteShares 2x Long TSLA Daily ETF
TSLS,TSLS,NASDAQ,Direxion Daily TSLA Bear 1X Shares
TSMG,TSMG,NASDAQ,Leverage Shares 2X Long TSM Daily ETF
TSMU,TSMU,NASDAQ,GraniteShares 2x Long TSM Daily ETF
TSMX,TSMX,NASDAQ,Direxion Daily TSM Bull 2X Shares
TSMZ,TSMZ,NASDAQ,Direxion Daily TSM Bear 1X Shares
TSPY,TSPY,NASDAQ,TappAlpha SPY Growth & Daily Income ETF
TSSI,TSSI,NASDAQ,"TSS, Inc. - Common Stock"
TSYY,TSYY,NASDAQ,GraniteShares YieldBOOST TSLA ETF
TTAN,TTAN,NASDAQ,"ServiceTitan, Inc. - Class A Common Stock"
TTD,TTD,NASDAQ,"The Trade Desk, Inc. - Class A Common Stock"
TTEC,TTEC,NASDAQ,"TTEC Holdings, Inc. - Common Stock"
TTEK,TTEK,NASDAQ,"Tetra Tech, Inc. - Common Stock"
TTEQ,TTEQ,NASDAQ,T. Rowe Price Technology ETF
TTGT,TTGT,NASDAQ,"TechTarget, Inc. - Common Stock"
TTMI,TTMI,NASDAQ,"TTM Technologies, Inc. - Common Stock"
TTRX,TTRX,NASDAQ,Turn Therapeutics Inc. - Common Stock
TTWO,TTWO,NASDAQ,"Take-Two Interactive Software, Inc. - Common Stock"
TUG,TUG,NASDAQ,STF Tactical Growth ETF
TUGN,TUGN,NASDAQ,STF Tactical Growth & Income ETF
TUR,TUR,NASDAQ,iShares MSCI Turkey ETF
TURB,TURB,NASDAQ,"Turbo Energy, S.A. - American Depositary Shares"
TURF,TURF,NASDAQ,T. Rowe Price Natural Resources ETF
TUSK,TUSK,NASDAQ,"Mammoth Energy Services, Inc. - Common Stock"
TVA,TVA,NASDAQ,Texas Ventures Acquisition III Corp - Class A Ordinary Share
TVACU,TVACU,NASDAQ,Texas Ventures Acquisition III Corp - Unit
TVACW,TVACW,NASDAQ,Texas Ventures Acquisition III Corp - Warrants
TVAI,TVAI,NASDAQ,Thayer Ventures Acquisition Corporation II - Class A Ordinary Shares
TVAIR,TVAIR,NASDAQ,Thayer Ventures Acquisition Corporation II - Rights
TVAIU,TVAIU,NASDAQ,Thayer Ventures Acquisition Corporation II - Unit
TVGN,TVGN,NASDAQ,Tevogen Bio Holdings Inc. - Common Stock
TVGNW,TVGNW,NASDAQ,Tevogen Bio Holdings Inc. - Warrant
TVRD,TVRD,NASDAQ,"Tvardi Therapeutics, Inc. - Common Stock"
TVTX,TVTX,NASDAQ,"Travere Therapeutics, Inc. - Common Stock"
TW,TW,NASDAQ,Tradeweb Markets Inc. - Class A Common Stock
TWAV,TWAV,NASDAQ,"TaoWeave, Inc. - Common Stock"
TWFG,TWFG,NASDAQ,"TWFG, Inc. - Common Stock"
TWG,TWG,NASDAQ,Top Wealth Group Holding Limited - Class A Ordinary Shares
TWIN,TWIN,NASDAQ,"Twin Disc, Incorporated - Common Stock"
TWLVU,TWLVU,NASDAQ,Twelve Seas Investment Company III - Units
TWNP,TWNP,NASDAQ,Twin Hospitality Group Inc. - Class A Common Stock
TWST,TWST,NASDAQ,Twist Bioscience Corporation - Common Stock
TXG,TXG,NASDAQ,"10x Genomics, Inc. - Common Stock"
TXMD,TXMD,NASDAQ,"TherapeuticsMD, Inc. - Common Stock"
TXN,TXN,NASDAQ,Texas Instruments Incorporated - Common Stock
TXRH,TXRH,NASDAQ,"Texas Roadhouse, Inc. - Common Stock"
TXUE,TXUE,NASDAQ,Thornburg International Equity ETF
TXUG,TXUG,NASDAQ,Thornburg International Growth Fund ETF
TXXD,TXXD,NASDAQ,21Shares 2x Long Dogecoin ETF
TXXS,TXXS,NASDAQ,21Shares 2x Long Sui ETF
TYGO,TYGO,NASDAQ,"Tigo Energy, Inc. - Common Stock"
TYRA,TYRA,NASDAQ,"Tyra Biosciences, Inc. - Common Stock"
TZOO,TZOO,NASDAQ,Travelzoo - Common Stock
UAE,UAE,NASDAQ,iShares MSCI UAE ETF
UAL,UAL,NASDAQ,"United Airlines Holdings, Inc. - Common Stock"
UBCP,UBCP,NASDAQ,"United Bancorp, Inc. - Common Stock"
UBFO,UBFO,NASDAQ,United Security Bancshares - Common Stock
UBND,UBND,NASDAQ,VictoryShares Core Plus Intermediate Bond ETF
UBRL,UBRL,NASDAQ,GraniteShares 2x Long UBER Daily ETF
UBSI,UBSI,NASDAQ,"United Bankshares, Inc. - Common Stock"
UBXG,UBXG,NASDAQ,U-BX Technology Ltd. - Class A Ordinary Shares
UCAR,UCAR,NASDAQ,U Power Limited - Class A Ordinary Shares
UCFI,UCFI,NASDAQ,CN Healthy Food Tech Group Corp. - Common Stock
UCFIW,UCFIW,NASDAQ,CN Healthy Food Tech Group Corp. - Warrant
UCL,UCL,NASDAQ,uCloudlink Group Inc. - American Depositary Shares
UCRD,UCRD,NASDAQ,VictoryShares Corporate Bond ETF
UCTT,UCTT,NASDAQ,"Ultra Clean Holdings, Inc. - Common Stock"
UCYB,UCYB,NASDAQ,ProShares Ultra Nasdaq Cybersecurity
UDMY,UDMY,NASDAQ,"Udemy, Inc. - Common Stock"
UEIC,UEIC,NASDAQ,Universal Electronics Inc. - Common Stock
UEVM,UEVM,NASDAQ,VictoryShares Emerging Markets Value Momentum ETF
UFCS,UFCS,NASDAQ,"United Fire Group, Inc - Common Stock"
UFG,UFG,NASDAQ,Uni-Fuels Holdings Limited - Class A Ordinary Shares
UFIV,UFIV,NASDAQ,US Treasury 5 Year Note ETF
UFO,UFO,NASDAQ,Procure Space ETF
UFPI,UFPI,NASDAQ,"UFP Industries, Inc. - Common Stock"
UFPT,UFPT,NASDAQ,"UFP Technologies, Inc. - Common Stock"
UG,UG,NASDAQ,"United-Guardian, Inc. - Common Stock"
UGRO,UGRO,NASDAQ,"urban-gro, Inc. - Common Stock"
UHG,UHG,NASDAQ,"United Homes Group, Inc - Class A Common Stock"
UHGWW,UHGWW,NASDAQ,"United Homes Group, Inc - Warrant"
UITB,UITB,NASDAQ,VictoryShares Core Intermediate Bond ETF
UIVM,UIVM,NASDAQ,VictoryShares International Value Momentum ETF
UK,UK,NASDAQ,Ucommune International Ltd  - Ordinary Shares
ULBI,ULBI,NASDAQ,Ultralife Corporation - Common Stock
ULCC,ULCC,NASDAQ,"Frontier Group Holdings, Inc. - Common Stock"
ULH,ULH,NASDAQ,"Universal Logistics Holdings, Inc. - Common Stock"
ULTA,ULTA,NASDAQ,"Ulta Beauty, Inc. - Common Stock"
ULTI,ULTI,NASDAQ,REX IncomeMax Option Strategy ETF
ULVM,ULVM,NASDAQ,VictoryShares US Value Momentum ETF
ULY,ULY,NASDAQ,Urgent.ly Inc. - Common Stock
UMBF,UMBF,NASDAQ,UMB Financial Corporation - Common Stock
UMBFO,UMBFO,NASDAQ,"UMB Financial Corporation - Depositary Shares Each Representing a 1/400th Interest in a Share of 7.750% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series B"
UMMA,UMMA,NASDAQ,Wahed Dow Jones Islamic World ETF
UNB,UNB,NASDAQ,"Union Bankshares, Inc. - Common Stock"
UNCY,UNCY,NASDAQ,"Unicycive Therapeutics, Inc. - Common Stock"
UNHG,UNHG,NASDAQ,Leverage Shares 2X Long UNH Daily ETF
UNIT,UNIT,NASDAQ,Uniti Group Inc. - Common Stock
UNIY,UNIY,NASDAQ,WisdomTree Voya Yield Enhanced USD Universal Bond Fund
UNTY,UNTY,NASDAQ,"Unity Bancorp, Inc. - Common Stock"
UOKA,UOKA,NASDAQ,MDJM LTD - Class A Ordinary Shares
UONE,UONE,NASDAQ,"Urban One, Inc.  - Class A Common Stock"
UONEK,UONEK,NASDAQ,"Urban One, Inc.  - Class D Common Stock"
UPB,UPB,NASDAQ,"Upstream Bio, Inc. - Common Stock"
UPBD,UPBD,NASDAQ,"Upbound Group, Inc. - Common Stock"
UPC,UPC,NASDAQ,Universe Pharmaceuticals Inc - Ordinary Shares
UPGR,UPGR,NASDAQ,Xtrackers US Green Infrastructure Select Equity ETF
UPLD,UPLD,NASDAQ,"Upland Software, Inc. - Common Stock"
UPSG,UPSG,NASDAQ,Leverage Shares 2X Long UPS Daily ETF
UPST,UPST,NASDAQ,"Upstart Holdings, Inc. - Common stock"
UPWK,UPWK,NASDAQ,Upwork Inc. - Common Stock
UPXI,UPXI,NASDAQ,"Upexi, Inc. - Common Stock"
URBN,URBN,NASDAQ,"Urban Outfitters, Inc. - Common Stock"
URGN,URGN,NASDAQ,UroGen Pharma Ltd. - Ordinary Shares
URNJ,URNJ,NASDAQ,Sprott Junior Uranium Miners ETF
UROY,UROY,NASDAQ,Uranium Royalty Corp. - Common Stock
USAF,USAF,NASDAQ,Atlas America Fund
USAR,USAR,NASDAQ,"USA Rare Earth, Inc. - Common Stock"
USAU,USAU,NASDAQ,U.S. Gold Corp. - Common Stock
USCB,USCB,NASDAQ,"USCB Financial Holdings, Inc.  - Class A Common Stock"
USCL,USCL,NASDAQ,iShares Climate Conscious & Transition MSCI USA ETF
USDX,USDX,NASDAQ,SGI Enhanced Core ETF
USEA,USEA,NASDAQ,United Maritime Corporation - Common Stock
USEG,USEG,NASDAQ,U.S. Energy Corp. - Common Stock
USFI,USFI,NASDAQ,BrandywineGLOBAL - U.S. Fixed Income ETF
USGO,USGO,NASDAQ,U.S. GoldMining Inc. - Common stock
USGOW,USGOW,NASDAQ,U.S. GoldMining Inc. - Warrant
USIG,USIG,NASDAQ,iShares Broad USD Investment Grade Corporate Bond ETF
USIN,USIN,NASDAQ,WisdomTree 7-10 Year Laddered Treasury Fund
USIO,USIO,NASDAQ,"Usio, Inc. - Common Stock"
USLM,USLM,NASDAQ,"United States Lime & Minerals, Inc. - Common Stock"
USMC,USMC,NASDAQ,Principal U.S. Mega-Cap ETF
USOI,USOI,NASDAQ,"ETRACS Crude Oil Shares Covered Call ETNs due April 24, 2037"
USOY,USOY,NASDAQ,Defiance Oil Enhanced Options Income ETF
USRD,USRD,NASDAQ,Themes US R&D Champions ETF
USSH,USSH,NASDAQ,WisdomTree 1-3 Year Laddered Treasury Fund
USTB,USTB,NASDAQ,VictoryShares Short-Term Bond ETF
USVM,USVM,NASDAQ,VictoryShares US Small Mid Cap Value Momentum ETF
USVN,USVN,NASDAQ,US Treasury 7 Year Note ETF
USXF,USXF,NASDAQ,iShares ESG Advanced MSCI USA ETF
UTEN,UTEN,NASDAQ,US Treasury 10 Year Note ETF
UTHR,UTHR,NASDAQ,United Therapeutics Corporation - Common Stock
UTHY,UTHY,NASDAQ,US Treasury 30 Year Bond ETF
UTMD,UTMD,NASDAQ,"Utah Medical Products, Inc. - Common Stock"
UTRE,UTRE,NASDAQ,US Treasury 3 Year Note ETF
UTSI,UTSI,NASDAQ,UTStarcom Holdings Corp - Ordinary Shares
UTWO,UTWO,NASDAQ,US Treasury 2 Year Note ETF
UTWY,UTWY,NASDAQ,US Treasury 20 Year Bond ETF
UVSP,UVSP,NASDAQ,Univest Financial Corporation - Common Stock
UXIN,UXIN,NASDAQ,Uxin Limited - American Depositary Shares
UYLD,UYLD,NASDAQ,Angel Oak UltraShort Income ETF
UYSC,UYSC,NASDAQ,UY Scuti Acquisition Corp. - Ordinary Shares
